AUTH_ID,AUTH_LAST,AUTH_FIRST,ALT_FIRST,PSEUD_LAST_1,PSEUD_FIRST_1,PSEUD_LAST_2,PSEUD_FIRST_2,PSEUD_LAST_3,PSEUD_FIRST_3,CANON,DATE_B,DATE_D,NATIONALITY,GENDER,RACE,HYPHENATED_IDENTITY,IMMIGRANT,SEXUAL_IDENTITY,EDUCATION,MFA,SECONDARY_OCCUPATION,COTERIE,RELIGION,CLASS,GEOGRAPHY
A_04260,Swanwick,Michael,,,,,,,,,1950,,American,M,Caucasian,,,Straight,,,,,,,"Philadelphia, PA"
A_04261,Swindle,Howard,,,,,,,,,1945,2004,American,M,Caucasian,,,,U of North Texas,,Journalist,,,,"Houston, TX"
A_04262,Tan,Amy,,,,,,,,,1952,,American,F,Asian,Chinese-American,2,Straight,"San Jose State U, UC Santa Cruz, UC Berkeley",,,,,,"Oakland, CA; Sausalito, CA"
A_04263,Tarloff,Erik,,,,,,,,,1948,,American,,Caucasian,,,Straight,UC Berkeley,,Screenwriter,,,,"Los Angeles, CA; Washington, DC; Berkeley, CA"
A_04264,Taylor,Jeri,,,,,,,,,1938,,American,F,Caucasian,,,Straight,Indiana U,,Screenwriter,,,,
A_04265,Teller,Astro,,,,,,,,,1970,,American,M,Caucasian,,,Straight,"Stanford U, Carnegie Mellon U",,Entrepreneur,,,,"Cambridge, England; Evanston, IL"
A_04266,Tessier,Thomas,,,,,,,,,1947,,American,M,Caucasian,,,Straight,U Coll Dublin,,,,,,"Waterbury, CT"
A_04267,Thayer,James Stewart,,,,,,,,,1949,,American,M,Caucasian,,,Straight,"WA State U, U of Chicago Law",,,,,,"Eugene, OR; Seattle, WA"
A_04268,Thayer,Steve,,,,,,,,,1953,,American,M,Caucasian,,,,American Academy of Dramatic Arts,,,,,,"Saint Paul, MN; Edina, MN"
A_04269,Thompson,Carlene,,,,,,,,,1952,,American,F,Caucasian,,,,"Marshall U, Ohio State U",,Teacher,,,,"Parkersburg, WV"
A_04270,Thompson,Cole,,,,,,,,,,,American,M,,,,,Stanford,,Oilman,,,,TX
A_04271,Trobaugh,Augusta,,,,,,,,,,,American,F,Caucasian,,,,U of Georgia,,,,,,
A_04272,Truman,Margaret,,,,,,,,,1924,2008,American,F,Caucasian,,,Straight,George Washington U,,Singer,,,,"Independence, MO"
A_04273,Tsukiyama,Gail,,,,,,,,,,,American,F,Asian,Chinese-Japanese-American,,,San Francisco State U,,Lecturer,,,,"San Francisco, CA; El Cerrito, CA"
A_04274,Turner,Jamie L,,,,,,,,,,,American,F,Caucasian,,,Straight,,,Teacher,,Christian,,MS; KY; SC
A_04275,Turtledove,Harry,,Turteltaub,H. N,,,,,,1949,,American,M,Caucasian,Romanian-American,,Straight,UCLA,,Technical Writer,,Jewish,,"Los Angeles, CA; Gardena, CA"
A_04276,Turtledove,Harry,,,,,,,,,1949,,American,M,Caucasian,Romanian-American,,Straight,UCLA,,Technical Writer,,Jewish,,"Los Angeles, CA; Gardena, CA"
A_04277,Tyers,Kathy,,,,,,,,,1952,,American,F,Caucasian,,,Straight,Montana State U,,Musician,,Presbyterian,,"Long Beach, CA; Bozeman, MT"
A_04278,Van Gieson,Judith,,,,,,,,,1941,,American,F,Caucasian,,,,,,Archivist,,,,"New York City, NY; Albuquerque, NM"
A_04279,Van Wormer,Laura,,,,,,,,,1955,,American,F,Caucasian,,,,Syracuse U,,Secretary,,,,"Pittsburgh, PA; Darien, CT; New York City, NY"
A_04280,Verdelle,A. J.,,,,,,,,,1960,,American,F,Black,African-American,,,U of Chicago,Bard Coll,Teacher,,,,"Washington, DC; New York City, NY"
A_04281,Viramontes,Helena Mara,,,,,,,,,1954,,American,F,Hispanic,Mexican-American,,Straight,"Immaculate Heart Coll, UC Irvine",,Professor,,,,"NY; Los Angeles, CA"
A_04282,Vizenor,Gerald Robert,,,,,,,,,1934,,American,M,Mixed,Swedish-Anishinaabe-American,,Straight,"NYU, Harvard, U of MN",,Professor,,,,"Minneapolis, MN; Berkeley, CA"
A_04283,Volk,Toni,,,,,,,,,1944,,American,F,Caucasian,,,,U of Montana,U of Iowa,Editor,,,,"Butte, MT"
A_04284,Volsky,Paula,,,,,,,,,,,American,F,,,,,"Vassar Coll, U of Birmingham",,Real Estate,,,,"Fanwood, NJ"
A_04285,Wagman,Fredrica,,,,,,,,,,,American,F,Caucasian,,,Straight,"U of Pennsylvania, Bryn Mawr Coll",,,,,,"Philadelphia, PA"
A_04286,Waldman,Ayelet,,,,,,,,,1964,,American,F,Caucasian,Israeli-American,1,Straight,"Wesleyan U, Harvard Law",,,,Jewish,,"Jerusalem, Israel; Berkeley, CA"
A_04287,Walker,David J.,,,,,,,,,1939,,American,M,Caucasian,,,Straight,,,Clergyman,,,,"Chicago, IL"
A_04288,Watt-Evans,Lawrence,,,,,,,,,1954,,American,M,Caucasian,,,,Princeton,,,,,,"Arlington, MA; Takoma Park, MD"
A_04289,Watts,Timothy,,,,,,,,,1957,,American,M,Caucasian,,,,U of SC,,Former Auto Mechanic,,,,"Philadelphia, PA"
A_04290,Weber,Christin Lore,,,,,,,,,1940,,American,F,Caucasian,,,Straight,,,Teacher,,,,MN; OR
A_04291,Weber,Katharine,,,,,,,,,1955,,American,F,Caucasian,,,Straight,The New School,,Teacher,,,,"New York City, NY"
A_04292,Wells,Martha,,,,,,,,,1964,,American,F,Caucasian,,,,Texas A&M U,,,,,,"Fort Worth, TX"
A_04293,Wells,Rebecca,,,,,,,,,1952,,American,F,Caucasian,,,,LSU,,Actor,,,,"Alexandria, LA; Seattle, WA"
A_04294,Welter,John,,,,,,,,,1951,,American,M,Caucasian,,,,,,Journalist,,,,NC
A_04295,Wheeler,Richard S,,,,,,,,,1935,,American,M,Caucasian,,,Straight,U of WI,,Editor,,,,"Milwaukee, WI; Billings, MT"
A_04296,White,Michael C,,,,,,,,,,,American,M,Caucasian,,,,U of Denver,,Professor,,,,"Guilford, CT"
A_04297,White,Randy Wayne,,,,,,,,,1950,,American,M,Caucasian,,,,,,Columnist,,,,"Pioneer, OH; Davenport, IA; Sanibel, FL"
A_04298,White,Stephen,,,,,,,,,1951,,American,M,Caucasian,,,Straight,"UC Berkeley, U of Colorado",,Psychologist,,,,"Long Island, NY; NJ; Los Angeles, CA"
A_04299,Willis,Sarah,,,,,,,,,1954,,American,F,Caucasian,,,,Case Western Reserve U,,Teacher,,,,"Cleveland Heights, OH"
A_04300,Wilson,John Morgan,,,,,,,,,1945,,American,M,Caucasian,,,,,,Journalist,,,,"Tampa, FL; Hollywood, CA"
A_04301,Wilson,Robert Charles,,,,,,,,,1953,,American,M,Caucasian,Canadian-American,,Straight,,,,,,,"Whittier, CA; Ontario, Canada"
A_04302,Wolf,Joan,,,,,,,,,1951,,American,F,Caucasian,,,Straight,"Mercy Coll, Hunter Coll",,Former Teacher,,,,"New York City, NY"
A_04303,Womack,Jack,,,,,,,,,1956,,American,M,Caucasian,,,Straight,,,,,,,"Lexington, KY; New York City, NY"
A_04304,Woods,Paula L,,,,,,,,,1953,,American,F,Black,African-American,,Straight,,,,,,,"Los Angeles, CA"
A_04305,Wrede,Patricia C.,,,,,,,,,1953,,American,F,Caucasian,,,Straight,"Carleton Coll, U of Minnesota",,,,,,"Chicago, IL; Minneapolis, MN"
A_04306,Wright,Nancy Means,,,,,,,,,,,American,F,Caucasian,,,Straight,,,Teacher,,,,"Glen Ridge, NJ; Middlebury, VT"
A_04307,Wright,Vinita Hampton,,,,,,,,,1958,,American,F,Caucasian,,,Straight,,,Editor,,Christian,,"Chicago, IL"
A_04308,Wurts,Janny,,,,,,,,,1953,,American,F,Caucasian,,,Straight,,,Illustrator,,,,"Bryn Mawr, PA; FL"
A_04309,Yalom,Irvin D.,,,,,,,,,1931,,American,M,Caucasian,Russian-American,1,Straight,"George Washington U, Boston U",,Psychiatrist,,,,"Washington, DC"
A_04310,Yoshikawa,Mako,,,,,,,,,1966,,American,F,Asian,Japanese-American,,,"Columbia, Oxford, U of Michigan",,Professor,,,,"Princeton, NJ; Boston, MA"
A_04311,Young Bear,Ray A,,,,,,,,,1950,,American,M,American Indian,Native-American,,,"Luther Coll, Pomona State Coll",,,,,,"Marshalltown, IA"
A_04312,Zabor,Rafi,,,,,,,,,1946,,American,M,Caucasian,Polish-American,,,Brooklyn Coll,,Musician,,Jewish,,"New York, NY"
A_04313,Zabytko,Irene,,,,,,,,,1954,,American,F,Caucasian,Ukranian-American,,,,Vermont Coll,Teacher,,,,"Chicago, IL; Ukraine; FL"
A_04314,Zeidner,Lisa,,,,,,,,,,,American,F,Caucasian,,,Straight,,,Professor,,,,"Cherry Hill, NJ"
A_04315,Zettel,Sarah,,,,,,,,,1966,,American,F,Caucasian,,,Straight,U of Michigan,,,,,,"Sacramento, CA; MI"
A_04316,Zigman,Laura,,,,,,,,,,,American,F,Caucasian,,,Straight,U of Massachusetts Amherst,,Journalist,,,,"Newton, MA; Washington, DC; Boston, MA"
A_04317,Abella,Alex,,,,,,,,,1950,,American,M,Latino,,1,,Columbia,,Journalist,,,,"Los Angeles, CA"
A_04318,Abrahams,Peter,,,,,,,,,1947,,American,M,Caucasian,,,,Williams Coll,,,,,,"Boston, MA"
A_04319,Allison,Dorothy,,,,,,,,,,,American,F,Caucasian,,,Lesbian,"Eckerd Coll, FL State U",,,Fellowship of Southern Writers,,,
A_04320,Anderson,Kevin J.,,,,,,,,,1962,,American,M,Caucasian,,,,U of WI,,,,,,"Racine, WI"
A_04321,Ansay,A. Manette,,,,,,,,,1964,,American,F,Caucasian,,,,Peabody Conservatory of Music,Cornell,Professor,,,,"Lapeer, MI"
A_04322,Anshaw,Carol,,,,,,,,,,,American,F,Caucasian,,,Bisexual,MI State U,,"Professor, Painter ",,,,"Chicago, IL"
A_04323,Anthony,Patricia,,,,,,,,,1947,2013,American,F,Caucasian,,,,,,Professor,,,,
A_04324,Antrim,Donald,,,,,,,,,1958,,American,M,Caucasian,,,,Brown,,Professor,,,,
A_04325,Arthur,Kay,,,,,,,,,1933,,American,F,Caucasian,,,,TN Temple U,,Teacher,,Christian,,"Chattanooga, TN"
A_04326,Atherton,Nancy,,,,,,,,,1955,,American,F,Caucasian,,,,U of Chicago,,Dude ranch,,,,"Chicago, IL"
A_04327,Baker,Kage,,,,,,,,,1952,2010,American,F,Caucasian,,,,Immaculate Heart Coll,,"Painter, Actress,Teacher",,,,
A_04328,Baker,Nicholson,,,,,,,,,1957,,American,M,Caucasian,,,,Haverford Coll,,,,,,
A_04329,Ballard,Mignon Franklin,,,,,,,,,1934,,American,F,Caucasian,,,,U of GA,,Professor,,,,
A_04330,Bausch,Richard,,,,,,,,,1945,,American,M,Caucasian,,,,George Mason U,U of IA,Professor,,,,
A_04331,Beatty,Paul,,,,,,,,,1962,,American,M,Black,African-American,,,Boston U,Brooklyn Coll,,,,,
A_04332,Bender,Karen E,,,,,,,,,1963,,American,F,Caucasian,,,,UCLA,U of IA,Professor,,Jewish,,"Los Angeles, CA; New York, NY"
A_04333,Benson,Raymond,,,,,,,,,1955,,American,M,Caucasian,,,,U of TX,,,,,,"New York, NY"
A_04334,Bingham,Sallie,,,,,,,,,1937,,American,F,Caucasian,,,,Radcliffe Coll,,,,,,"Louisville, KY"
A_04335,Blackstock,Terri,,,,,,,,,1957,,American,F,Caucasian,,,,Northeast LA U,,,,Baptist,,
A_04336,Bosworth,Sheila,,,,,,,,,1950,,American,,Caucasian,,,,Tulane U,,,,,,
A_04337,Bradley,John Ed,,,,,,,,,1958,,American,M,Caucasian,,,,LA State U,,,,Catholic,,
A_04338,Brenna,Duff,,,,,,,,,,,American,M,Caucasian,,,,,,Professor,,,,
A_04339,Brewer,Gene,,,,,,,,,1937,,American,M,Caucasian,,,,"DePauw U, U of WI",,Professor,,,,
A_04340,Brite,Melissa Ann,,Brite,Poppy Z,,,,,,1967,,American,M,Caucasian,,,Queer,U of NC,,,,,,"New Orleans, LA"
A_04341,Browne,Gerald A,,,,,,,,,1928,,American,M,Caucasian,,,,"UCLA, U of NM, Sorbonne",,,,,,CT
A_04342,Bryant,Bonnie,,,,,,,,,,,American,F,Caucasian,,,,Lawrence U,,,,,,"New York, NY"
A_04343,Buckley,William F.,,,,,,,,,1925,2008,American,M,Caucasian,,,,Yale,,Television Personality,,Christian,,
A_04344,Bugliosi,Vincent,,,,,,,,,1934,2015,American,M,Caucasian,,,,"U of Miami, UCLA",,Attorney,,,,
A_04345,Burkett,Larry,,,,,,,,,1939,2003,American,M,Caucasian,,,,Rollins Coll,,Radio Personality,,Christian,,"Winter Garden, FL"
A_04346,Busch,Frederick,,,,,,,,,1941,2006,American,M,Caucasian,,,,Muhlenberg Coll,,Professor,,,,"New York, NY"
A_04347,Bushnell,Candace,,,,,,,,,1958,,American,F,Caucasian,,,,NYU,,Television Producer,,,,"New York, NY"
A_04348,Canter,Mark,,,,,,,,,1952,,American,M,Caucasian,,,,"Boston U, U of FL, FL State U ",,Professor,Romance Writers of America ,Jewish,,
A_04349,Carcaterra,Lorenzo,,,,,,,,,1954,,American,M,Caucasian,,,,St. John's U,,Professor,,Catholic,,"New York, NY"
A_04350,Castillo,Ana,,,,,,,,,1953,,American,F,Latino,Mexican-American,,,"Northern IL U, U of Chicago, U of Bremen",,Professor,,,,"Chicago, IL"
A_04351,Cates,David Allan,,,,,,,,,1956,,American,M,Caucasian,,,,U of MT,U of MT,Professor,,,,
A_04352,Chamberlin,Ann,,,,,,,,,1954,,American,F,Caucasian,,,,"Brigham Young U, U of VA, U of Tel Aviv",,,,,,
A_04353,Chandra,Vikram,,,,,,,,,1961,,American,M,South Asian,Indian-American,1,,"Pomona Coll, Johns Hopkins U",,Professor,,,,
A_04354,Cheong,Fiona,,,,,,,,,1961,,American,F,Asian,,1,,Cornell,Cornell,Professor,,,,
A_04355,Christofferson,April,,,,,,,,,,,American,F,,,,,"U of UT, Gonzaga U",,"Attorney, Professor",,,,
A_04356,Clark,Carol Higgins,,,,,,,,,1956,,American,F,Caucasian,,,,Mount Holyoke Coll,,Actress,,,,
A_04357,Clark,Martin,,,,,,,,,1959,,American,M,Caucasian,,,,"Davidson Coll, U of VA Law",,,Trout Unlimited,Presbyterian,,
A_04358,Coben,Harlan,,,,,,,,,1962,,American,M,Caucasian,,,,Amherst Coll,,,,,,
A_04359,Cochran,Molly,,,,,,,,,1949,,American,F,Caucasian,,1,,,,,,,,
A_04360,Compton,Ralph,,,,,,,,,1934,1998,American,M,Caucasian,,,,,,,,,,
A_04361,Conant,Susan,,,,,,,,,1946,,American,F,Caucasian,,,,"Radcliffe Coll, Harvard",,,,,,
A_04362,Cooley,Martha,,,,,,,,,1955,,American,F,Caucasian,,,,,,"Professor,Translator",PEN American Center,,,
A_04363,Cooney,Caroline B,,,,,,,,,1947,,American,F,Caucasian,,,,,,,,,,CT
A_04364,Corn,David,,,,,,,,,1959,,American,M,Caucasian,,,,Brown,,Journalist,,,,
A_04365,Corpi,Lucha,,,,,,,,,1945,,American,F,Latino,Mexican-American,1,,Berkeley,,Professor,,,,CA
A_04366,Cosin,Elizabeth M,,,,,,,,,1973,,American,F,Caucasian,,,,Georgetown U,,"Journalist, Reporter",,,,
A_04367,Crabbe,Richard E,,,,,,,,,,,American,M,Caucasian,,,,,,Advertising Sale,,,,"New York, NY"
A_04368,Smith,Jennifer,,Crusie,Jennifer,,,,,,1949,,American,F,Caucasian,,,,"Bowling Green State U, Wright State U, OH State U",OH State U,Professor,,,,
A_04369,Dams,Jeanne M,,,,,,,,,1941,,American,F,Caucasian,,,,,,,,,,"South Bend, IN"
A_04370,Dank,Gloria,,,,,,,,,1955,,American,F,Caucasian,,,,"Princeton, Cambridge",,,,,,
A_04371,Philbrick,Rodman,,Dantz,William R,,,,,,1951,,American,M,Caucasian,,,,,,,,,,
A_04372,Danziger,Paula,,,,,,,,,1944,2004,American,F,Caucasian,,,,Montclair State U,,,,,,"New York, NY"
A_04373,Dawson,Carol,,,,,,,,,1951,,American,F,Caucasian,,,,U of TX,,Painter,,,,
A_04374,Day,Dianne,,,,,,,,,1938,2013,American,F,Caucasian,,,,Stanford,,,,,,"Greenville, MS"
A_04375,De Lancie,John,,,,,,,,,1948,,American,M,Caucasian,,,,"Kent State U, Juilliard School",,"Stand-up Comedian, Actor, Director, Producer, Singer, Musician",,,,
A_04376,Dekker,Ted,,,,,,,,,1962,,American,M,Asian,Indonesian-American,1,,Evangel U,,,,,,
A_04377,Dietrich,William,,,,,,,,,1951,,American,M,Caucasian,,,,"Harvard, Western WA U",,"Professor, Journalist",,,,
A_04378,Lippi,Rosina,,Donati,Sara,,,,,,1956,,American,F,Caucasian,,,,Princeton,,Professor,,Agnostic,,"Chicago, IL"
A_04379,Downing,Michael,,,,,,,,,1958,,American,M,Caucasian,,,,Harvard,,Professor,,Roman Catholic,,
A_04380,Pozzessere,Heather Graham,,Drake,Shannon,,,,,,1953,,American,F,Caucasian,Irish-American,,,U of South FL,,,Mystery Writers of America,,,
A_04381,Dreyer,Eileen,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"St. Louis, MO"
A_04382,Dubois,Brendan,,,,,,,,,1959,,American,M,Caucasian,,,,U of NH,,,,,,
A_04383,Eidson,Bill,,,,,,,,,,,American,M,Caucasian,,,,Boston U,,,,,,
A_04384,Ephron,Amy,,,,,,,,,1952,,American,F,Caucasian,,,,,,"Producer, Journalist",,,,"Beverly Hills, CA"
A_04385,Epperson,S. K,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,
A_04386,Evans,Elizabeth,,,,,,,,,1951,,American,F,Caucasian,,,,"Cornell, U of IA",U of IA,Professor,,,,
A_04387,Files,Lolita,,,,,,,,,1963,,American,F,Black,African-American,,,"U of FL, Alabama State U",,,,,PEN,
A_04388,Finnamore,Suzanne,,,,,,,,,1959,,American,F,Caucasian,,,,Berkeley,,"Journalist, Copywriter",,,,
A_04389,Flint,Eric,,,,,,,,,1947,,American,M,Caucasian,,,,UCLA,,Editor,,,,
A_04390,Flynn,Joseph,,,,,,,,,,,American,M,Caucasian,,,,"Loyola U Of Chicago, Northeastern IL U",,Copywriter,,,,"Chicago, IL"
A_04391,Frank,J. Suzanne,,,,,,,,,1967,,American,F,Caucasian,,,,North TX State U,,Journalist,,,,"Dallas, TX"
A_04392,Frase,H. Michael,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,
A_04393,Freeman,Judith,,,,,,,,,1946,,American,F,Caucasian,,,,,,Professor,,Mormon,,"Los Angeles, CA"
A_04394,Garlock,Dorothy,,,,,,,,,1942,,American,F,Caucasian,,,,,,,,,,TX
A_04395,Gay,William,,,,,,,,,1941,2012,American,M,Caucasian,,,,,,Construction Job,,,,
A_04396,Gerard,Philip,,,,,,,,,1955,,American,M,Caucasian,,,,U of DE,U of AZ,Professor,,,,
A_04397,Giardina,Denise,,,,,,,,,1951,,American,F,Caucasian,,,,"WV Wesleyan Coll,  Marshall U",,,,Christian,,
A_04398,Girdner,Jaqueline,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,
A_04399,Godwin,Rebecca T,,,,,,,,,1950,,American,F,Caucasian,,,,"Coastal Carolina Community Coll, Middlebury Coll",,Professor,,,,
A_04400,Golden,Arthur,,,,,,,,,1956,,American,M,Caucasian,,,,"Harvard, Columbia",,,,,,
A_04401,Goldsmith,Olivia,,,,,,,,,1949,2004,American,F,Caucasian,,,,NYU,,,,,,"New York, NY"
A_04402,Goodkind,Terry,,,,,,,,,1948,,American,M,Caucasian,,,,,,Painter,,,,
A_04403,Goodman,Allegra,,,,,,,,,1967,,American,F,Caucasian,,,,"Harvard, Columbia",,,,Jewish,,
A_04404,Goonan,Kathleen Ann,,,,,,,,,1952,  ,American,F,Caucasian,,,,VA Polytechnic Institute ,,Professor,,,,
A_04405,Gray,Spalding,,,,,,,,,1941,2004,American,M,Caucasian,,,,"Fryeburg Academy, Emerson Coll",,Actor,,,,
A_04406,Greer,Robert O,,,,,,,,,1944,,American,M,Caucasian,,,,"Miami U of OH, Boston U",Howard U,Professor,,,,"Gary, IN; Denver, CO"
A_04407,Guterson,David,,,,,,,,,1956,,American,M,Caucasian,,,,U of WA,U of WA,"Teacher,  Journalist",,,,
A_04408,Haeger,Diane,,,,,,,,,,,American,F,Caucasian,,,,"UCLA, Pepperdine U",,,,,,CA-
A_04409,Haines,Carolyn,,,,,,,,,1953,,American,F,Caucasian,,,,"U of South AL, U of Southern MI",,Journalist,,,,"Hattiesburg, MS"
A_04410,Hall,Sands,,,,,,,,,1952,  ,American,F,Caucasian,,,,U of CA-Irvine,U of IA,Professor,,,,
A_04411,Hamilton,Jane,,,,,,,,,1957,,American,F,Caucasian,,,,Carleton Coll,,Farmer,,,,Wisconsin
A_04412,Klein,Laurell K,Laurell Kaye,Hamilton,Laurell K,,,,,,1963, ,American,F,Caucasian,,,,IN Wesleyan U,,,,Christian,,
A_04413,Hamilton,Steve,,,,,,,,,1961,,American,M,Caucasian,,,,U of MI,,,,,,
A_04414,Handler,David,,,,,,,,,1952,,American,M,Caucasian,,,,"U of CA-Santa Barbara, Columbia",,Journalist,,,,
A_04415,Harlow,Bill,,,,,,,,,1950,,American,M,Caucasian,,,,,,"CIA spokesperson, USN Captain",,,,
A_04416,Jeter,E. Lynn,Everette Lynn,Harris,E. Lynn,,,,,,1955,2009,American,M,Black,,,Gay,U of AR,,IBM salesman,,,,
A_04417,Harrison,Kathryn,,,,,,,,,1961,,American,F,Caucasian,,,,Stanford,U of IA,Professor,,,,
A_04418,Harry,Eric L,,,,,,,,,,,American,M,Caucasian,,,,Vanderbit U,,Lawyer,,,,
A_04419,Hartmann,William K,,,,,,,,,1939,,American,M,Caucasian,,,,"PA State U, U of AZ",,,,,,
A_04420,Havill,Steven,,,,,,,,,1945,,American,M,Caucasian,,,,U of NM,,Teacher,,,,
A_04421,Heller,Ted,,,,,,,,,1956,,American,M,Caucasian,,, ,NYU,,,,,,"New York, NY"
A_04422,Henkin,Joshua,,,,,,,,,1964,,American,M,Caucasian,,,,U of MI,,Professor,,,,
A_04423,Hitchcock,Jane Stanton,,,,,,,,,1947,,American,F,Caucasian,,,,Sarah Lawrence Coll,,,,,High,
A_04424,Hoff,B. J.,,,,,,,,,1940,,American,F,Caucasian,,,,,,,,Christian,,OH
A_04425,Hoffman,William,,,,,,,,,1925,2009,American,M,Caucasian,,,,Washington and Lee U,,Professor,,,,
A_04426,Hogan,Linda,,,,,,,,,1947,,American,F,Native American,,,,U of CO,,Professor,,,,
A_04427,Holman,Sheri,,,,,,,,,1966,,American,F,Caucasian,,,,William and Mary Coll,,,,,,"Richmond, VA"
A_04428,Huston,James W,,,,,,,,,1953,,American,M,Caucasian,,,,U of VA,,Lawyer,,,,
A_04429,Hustvedt,Siri,,,,,,,,,1955,,American,F,Caucasian,,,,"St. Olaf Coll, Columbia",,,,,,
A_04430,Iles,Greg,,,,,,,,,1960,,American,M,Caucasian,,,Striaght,U of MI,,"Singer, Guitarist",,,,MS
A_04431,Ing,Dean,,,,,,,,,1931,,American,M,Caucasian,,,,"Fresno State U, San Jose State U, U of OR",,Professor,,,,Oregon
A_04432,Ison,Tara,,,,,,,,,,,American,F,Caucasian,,,,UCLA,Bennington Coll,Professor,,,,
A_04433,Jackson-Opoku,Sandra,,,,,,,,,,,American,F,Black,African-American,,,U of MA,,Journalist,,,,
A_04434,Jacobson,Mark,,,,,,,,,1948, ,American,M,Caucasian,,,,Berkeley,,Journalist,,,,
A_04435,Jahn,Mike,,,,,,,,,1943,,American,M,Caucasian,,,,"Dowling Coll, Adelphi U, Columbia",,Journalist,,,,"Sayville, NY"
A_04436,Johansen,Iris,,,,,,,,,1938,,American,F,Caucasian,,,,,,,,,,
A_04437,Johnson,Denis,,,,,,,,,1949,,American,M,Caucasian,,,,U of IA,U of IA,Professor,,,,
A_04438,Johnson,Guy,,,,,,,,,1945,,American,M,Black,African-American,,,,,,,,,
A_04439,Kasischke,Laura,,,,,,,,,1961,,American,F,Caucasian,,,,"U of MI, Columbia",U of MI,Professor,,,,MI
A_04440,Kennett,Shirley,,,,,,,,,1951,,American,F,Caucasian,,,,WA U,,,,,,
A_04441,Kinsolving,William,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,
A_04442,Koen,Karleen,,,,,,,,,1948,,American,F,Caucasian,,,,North TX State U,,Editor,,,,
A_04443,Korman,Keith,,,,,,,,,1956,,American,M,Caucasian,,,,Hobart Coll,,,,,,
A_04444,Castle,Jayne,,Krentz,Jayne Ann,,,,,,1948,,American,F,Caucasian,,,,"U of CA-Santa Cruz, San Jose State  U",,Librarian,,,,
A_04445,Kress,Nancy,,,,,,,,,1948,,American,F,Caucasian,,,,State U of NY-Plattsburgh,,Teacher,,,,
A_04446,LaDuke,Winona,,,,,,,,,1959,,American,F,American Indian,Ojibwe,,,"Harvard, Antioch U",,"Environmental Activist, Economist, Political Candidate",,,,
A_04447,LaHaye,Tim F,,,,,,,,,1926,,American,M,Caucasian,,,,"Bob Jones U, Western Seminary",,Minister,,Evangelical Christian,,
A_04448,Land,Jon,,,,,,,,,1957,,American,M,Caucasian,,,,Brown,,,,,,
A_04449,Langton,Jane,,,,,,,,,1922,,American,F,Caucasian,,,,"Wellesley Coll, U of MI, Radcliffe Coll",,,,,,"Concord, MA"
A_04450,Lanier,Virginia,,,,,,,,,1930,2003,American,F,Caucasian,,,,,,,,,,
A_04451,Lardo,Vincent,,,,,,,,,1930,,American,M,Caucasian,,,Gay,Fairleigh Dickinson U,,,,,,
A_04452,Lehane,Dennis,,,,,,,,,1965,,American,M,Caucasian,,,,"Eckerd Coll, FL International U",,,,,,
A_04453,Letts,Billie,,,,,,,,,1938,2014,American,F,Caucasian,,,,"Southeast MO State U, Southeastern OK State U",,Professor,,,,
A_04454,Limn,Graciela,,,,,,,,,1938, ,American,F,Latino,,,,"Marymount Coll, Fondacion Universidad de Las Americas, UCLA ",,Professor,,,,
A_04455,Lindsey,David L,,,,,,,,,1944,,American,M,Caucasian,,,,North TX State U,,,,,,"Kingsville, TX"
A_04456,Lippman,Laura,,,,,,,,,1959,,American,F,Caucasian,,,,"Northern U, Medill School of Journalism",,Teacher,,,,
A_04457,Luceno,James,,,,,,,,,1947,,American,M,Caucasian,,,,,,,,,,
A_04458,Mahoney,Dan,,,,,,,,,1947,,American,M,Caucasian,,,,Jon Jay Coll,,,,,,
A_04459,Malarkey,Tucker,,,,,,,,,,,American,F,Caucasian,,,,Georgetown U,,Journalist,,,,
A_04460,Marlowe,Stephen,,,,,,,,,1928,2008,American,M,Caucasian,,,,William and Mary Coll,,,,,,
A_04461,Martin,Valerie,,,,,,,,,1948,,American,F,Caucasian,,,,U of MA,U of MA,Professor,,,,
A_04462,Martinez,Floyd,,,,,,,,,1941,,American,M,Latino,,,,,,,,,,"Corte Madera, CA"
A_04463,McCafferty,Jane,,,,,,,,,,,American,F,Caucasian,,,,,,Professor,,,,"Pittsburgh, PA"
A_04464,McKiernan,Dennis L.,,,,,,,,,1932,,American,M,Caucasian,,,,"U of MO, Duke U",,,,,,
A_04465,McKinley,Robin,Jennifer Carolyn Robin,,,,,,,,1952,,American,F,Caucasian,,,,Bowdoin Coll ,,,,,,"Warren, OH"
A_04466,McLarin,Kim,,,,,,,,,1966,,American,F,Black,,,,,,Professor,,,,
A_04467,McNeal,Tom,,,,,,,,,1947,,American,M,Caucasian,,,,"Berkeley, Stanford",,Teacher,,,,
A_04468,Messud,Claire,,,,,,,,,1966,,American,F,Caucasian,,,,"Yale, Cambridge",Syracuse U,Professor,,,,
A_04469,Kuczkir,Mary Ruth,,Michaels,Fern,,,,,,1933,,American,F,Caucasian,,,,,,,,,,
A_04470,Millett,Larry,,,,,,,,,1947,,American,M,Caucasian,,,,"Saint John's U, U of Chicago",,Journalist,,,,
