AUTH_ID,AUTH_LAST,AUTH_FIRST,ALT_FIRST,PSEUD_LAST_1,PSEUD_FIRST_1,PSEUD_LAST_2,PSEUD_FIRST_2,PSEUD_LAST_3,PSEUD_FIRST_3,CANON,DATE_B,DATE_D,NATIONALITY,GENDER,RACE,HYPHENATED_IDENTITY,IMMIGRANT,SEXUAL_IDENTITY,EDUCATION,MFA,SECONDARY_OCCUPATION,COTERIE,RELIGION,CLASS,GEOGRAPHY
A_00256,Bennett,G. L.,Gary L.,,,,,,,,1940,,American,M,,,,,"U of ID, WA State U",,,,,,"Twin Falls, ID; Cleveland, OH"
A_00258,BenShea,Noah,,,,,,,,,,,American,M,Caucasian,,,,,,,,Jewish,,"Santa Barbara, CA"
A_00259,Benson,Arthur Christopher,,,,,,,,,1862,1925,British,M,Caucasian,,,,Cambridge,,,,,,"Cambridge, England"
A_00261,Benson,Ben,,,,,,,,,1913,1959,American,M,,Russian-American,2,,,,,,,,"Boston, MA"
A_00262,Benson,E. F.,Edward Frederic,,,,,,,,1867,1940,British,M,Caucasian,,,Gay,Cambridge,,,,,,"Crowthorne, Berkshire, UK; London, UK"
A_00263,Bentley,E. C.,Edmund Clerihew,,,,,,,,1875,1956,British,M,,,,,Oxford,,,,,,"London, UK"
A_00264,Bentley,Phyllis Eleanor,,,,,,,,,1894,1977,British,F,,,,,,,Teacher,,,,"Hallifax, Yorkshire, UK"
A_00267,Berger,Thomas,,,,,,,,,1924,2014,American,M,,,,,"U of Cincinnati, Columbia",New School,,,,,"Cincinnati, OH; New York, NY"
A_00268,Bergman,Andrew,,,,,,,,,1945,,American,M,,,,,"State U of NY-Binghamton, U of WI",,,,,,"New York, NY"
A_00269,Bergner,Herz,,,,,,,,,1907,1970,Australian,M,,Polish-Australian,1,,,,,,Jewish,,"Vienna, Austria; Warsaw, Poland; Melbourne, Australia"
A_00272,Bernhardt,Sarah,,,,,,,,,1844,1923,French,F,Caucasian,,,,Paris Conservatoire,,Actress,,Jewish,,"Paris, France"
A_00274,Berry,Wendell,,,,,,,,,1934,,American,M,Caucasian,,,,U of KY,,,,Christian,,"Port Royal, KY"
A_00275,Berryman,John,,,,,,,,,1914,1972,American,M,Caucasian,,,,"Columbia, Cambridge",,,Confessional,,,"McAlester, OK; New York, NY; Minneapolis, MN"
A_00276,Bester,Alfred,,,,,,,,,1913,1987,American,M,Caucasian,Austrian-American,2,,"U of PA, Columbia Law",,,,,,"New York, NY; Ottsville, PA"
A_00277,Bianco,Margery Williams,,,,,,,,,1881,1944,American,F,Caucasian,Anglo-American,1,,,,,,,,"London, UK; Sharon Hill, PA; Turin, Italy"
A_00278,Bickmore,Barbara,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"Freeport, NY; Irondequoit, NY; Eugene OR"
A_00280,Bierce,Ambrose,,,,,,,,C,1842,1914,American,M,Caucasian,,,,,,Journalist,,Agnostic,,"Meigs County, OH; Kosciusko County, IN; San Francisco"
A_00282,Biggers,Earl Derr,,,,,,,,,1884,1933,American,M,,,,,Harvard,,,,,,"Warren, OH; Cleveland, OH; San Marino, CA"
A_00285,Binchy,Maeve,,,,,,,,,1940,2012,Irish,F,Caucasian,,,,U Coll Dublin,,,,Lapsed Catholic,,"Dalkey, County Dublin, Ireland; Dublin, Ireland"
A_00289,Bischoff,David,,,,,,,,,1951,,American,M,,,,,U of MD,,,,,,"Washington, D.C; Eugene, OR"
A_00290,Bishop,Jim,,,,,,,,,1907,1987,American,M,,,,,,,Editor,,,,"Jersey City, NJ; New York, NY; Delray Beach, FL"
A_00292,Bishop,Michael,,,,,,,,,1945,,American,M,,,,,U of GA,,,,,,"Lincoln, NE; Pine Mountain, GA"
A_00296,Bissell,Richard,Richard Pike,,,,,,,,1913,1977,American,M,,,,,Harvard,,,,,,"Dubuque, IA; Rowayton, CT"
A_00297,Bisson,Terry,,,,,,,,,1942,,American,M,,,,,U of Louisville,,,,,,"Madisonville, KY; Owensboro, KY; Oakland, CA"
A_00299,Blackwood,Algernon,,,,,,,,,1869,1951,English,M,Caucasian,Anglo-American,,,Edinburgh U,,Journalist,,,Wealthy,"Kent, England; Toronto, Canada; New York City, NY"
A_00301,Blake,Jennifer,,,,,,,,,1942,,American,F,,,,,,,,,,,"Goldonna, LA"
A_00303,Blake,Michael,,,,,,,,,1943,,American,M,Caucasian,,,,U of NM,,Screenwriter,,,,"Fort Bragg, NC; Los Angeles, CA"
A_00305,Blank,Clair,,,,,,,,,1915,1965,American,F,,,,,,,Secretary,,,,"Allentown, PA"
A_00306,Blatty,William Peter,,,,,,,,,,,American,M,Caucasian,,,,"Georgetown U, George Washington U",,Screenwriter,,,,"New York, NY; Los Angeles, CA"
A_00307,Blaylock,James P.,,,,,,,,,1950,,American,M,,,,,CA State U-Fullerton,,,,,,"Long Beach, CA; Orange, CA"
A_00308,Blevins,Winfred,,,,,,,,,,,American,M,,Cherokee,,,"Columbia, U of Southern CA",,,,,,"Little Rock, AR; St. Louis, MO; Los Angeles, CA"
A_00310,Blochman,Lawrence G.,,,,,,,,,1900,1975,American,M,Caucasian,French-American,,,Berkeley,,,,Jewish,,"San Diego, CA"
A_00311,Block,Lawrence,,,,,,,,,,,American,M,Caucasian,,,,Antioch Coll,,,,,,"Buffalo, NY; New York, NY"
A_00313,Block,Thomas,,,,,,,,,1945,,American,M,Caucasian,,,,,,Pilot,,,,"New York, NY"
A_00314,Blossom,Henry,,,,,,,,,1866,1919,American,M,,,,,,,Playwright,,,,"St. Louis, MO; New York, NY"
A_00315,Blount,Roy,,,,,,,,,,,American,M,Caucasian,,,,"Vanderbilt U, Harvard",,,,,,"Indianapolis, IN; Decatur, GA"
A_00316,Blume,Judy,,,,,,,,,,,American,F,Caucasian,,,,NYU,,,,Jewish,,"Elizabeth, NJ; NM; Key West, FL"
A_00317,Blunden,Godfrey,,,,,,,,,1906,,American,M,,,,,,,,,,,"Melbourne, Australia; New York, NY; Paris, France"
A_00326,Bombeck,Erma,,,,,,,,,,,American,F,Caucasian,,,,U of Dayton,,,,Catholic,,"Bellbrook, OH; Dayton, OH; Phoenix, AZ; San Francisco, CA"
A_00327,Bonanno,Margaret Wander,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"New York, NY; Los Angeles, CA"
A_00328,Bonavia-Hunt,D. A.,Dorothy Alice,,,,,,,,1880,,British,F,,,,,,,,,,,"London, UK; Stagsden, Bedfordshire, UK"
A_00329,Bond,Larry,,,,,,,,,1952,,American,M,Caucasian,,,,St. Thomas Coll,,Defense Analyst,,,,"Washington, DC"
A_00330,Bond,Nelson Slade,,,,,,,,,1908,2006,American,M,Caucasian,,,,Marshall Coll,,,,,,"Scranton, PA; Philadelphia, PA; Nova Scotia, Canada; Roanoke, VA"
A_00331,Bonner,Geraldine,,,,,,,,,1870,1930,American,F,,,,,,,,,,,"New York, NY; CO; San Francisco, CA"
A_00335,Bortin,V. G.,Virginia,,,,,,,,1936,,American,F,,,,,U of PA,,Publicity Director,,Episcopalian,,"Philadelphia, PA; Beverly Hills, CA"
A_00336,Bosher,Kate Langley,,,,,,,,,1865,1932,American,F,Caucasian,,,,,,,,,,"Norfolk, VA"
A_00338,Bottome,Phyllis,,,,,,,,,1882,1963,British,F,,,,,,,,,,,
A_00343,Bova,Ben,,,,,,,,,1932,,American,M,Caucasian,,,,Temple U,,,,Atheist,,"Philadelphia, PA; FL"
A_00344,Bowen,Elizabeth,,,,,,,,,1899,1973,Irish,F,Caucasian,Anglo-Irish,,,,,,Bloomsbury,,,"Dublin, Ireland; London, UK"
A_00346,Bowen,Michael,,,,,,,,,1951,,American,M,,,,,"Rockhurst Coll, Harvard",,Lawyer,,,,"Fort Monroe, VA; Fox Point, WI"
A_00347,Bowen,Robert Sidney,,,,,,,,,1900,1977,American,M,,,,,,,Journalist,,,,"Boston, MA"
A_00348,Bower,B. M.,,,,,,,,,1871,1940,American,F,,,,,,,,,,,"Big Sandy, MT"
A_00349,Bowie,Donald,,,,,,,,,,,American,,,,,,,,,,,,
A_00350,Bowker,Richard,,,,,,,,,1950,,American,M,,,,,Harvard,,,,,,"Brighton, MA; New York City, NY"
A_00351,Bowles,Paul,,,,,,,,C,1910,1999,American,M,Caucasian,,,Gay,U of VA,,,Modernism,,,"New York, NY; Tangier, Morocc"
A_00353,Boyar,Jane,,,,,,,,,,1997,American,F,,,,,,,,,,,"Marbella, Spain"
A_00356,Boylan,Eleanor,,,,,,,,,1916,,American,F,,,,,,,Puppeteer,,Catholic,,"New York, NY"
A_00358,Boyle,T. Coraghessan,,,,,,,,,,,American,M,Caucasian,,,,"State U of NY-Potsdam, U of IA",U of IA,,,,,"Peekskill, NY; Santa Barbara, CA"
A_00361,Boyne,Walter J.,,,,,,,,,1929,,American,M,Caucasian,,,,Washington U,,,,,,"East Saint Louis, IL"
A_00362,Brackett,Leigh,,,,,,,,,1915,1978,American,F,Caucasian,,,,,,Screenwriter,,,,"Los Angeles, CA; Kinsman, OH"
A_00363,Bradbury,Ray,,,,,,,,,1920,2012,American,M,Caucasian,Swedish-American,2,,,,,,,,"Waukegan, IL; Tucson, AZ; Los Angeles, CA"
A_00364,Bradfield,Scott,,,,,,,,,1955,,American,M,,,,,,,,,,,"London, UK"
A_00365,Bradford,Barbara Taylor,,,,,,,,,1933,,American,F,,Anglo-American,1,,,,,,,,"Leeds, Yorkshire, UK; New York, NY"
A_00367,Bradley,David,,,,,,,,,1950,,American,M,Black,,,,"U of PA, U of London",,,,,,"Bedford, PA"
A_00368,Bradley,Marion Zimmer,,,,,,,,,1930,1999,American,F,Caucasian,,,,"Hardin-Simmons U, Berkeley",,,,Episcopalian,,"Albany, NY; Berkeley, CA"
A_00370,Bradshaw,Gillian,,,,,,,,,1956,,American,F,,,,,"U of MI, Cambridge",,,,,,"Falls Church, VA; Santiago, Chile; UK"
A_00371,Bradshaw,William Richard,,,,,,,,,1851,1927,American,M,Caucasian,Irish-American,,,,,,,,,"Ireland; New York, NY"
A_00372,Brady,Cyrus Townsend,,,,,,,,,1861,1920,American,M,Caucasian,,,,US Naval Academy,,Minister,,Episcopal,,"Allegheny, PA; Yonkers, NY"
A_00373,Braine,John,,,,,,,,,1922,1986,British,M,Caucasian,,,,,,,,,,"Bingley, Yorkshire, UK; Woking, UK"
A_00374,Brainerd,Eleanor Hoyt,,,,,,,,,1868,1942,American,F,,,,,Cincinnati Wesleyan Coll,,,,,,"Iowa City, IA; East Hampton, CT; Pasadena, CA"
A_00375,Braithwaite,E. R.,Edward Ricardo,,,,,,,,1920,,American,M,Black,Guyanese-American,,,"Queen's Coll-Guyana, City Coll of NY, Cambridge",,,,,,
A_00377,Braly,Malcolm,,,,,,,,,1925,1980,American,M,,,,,,,,,,,"Portland, OR"
A_00378,Bram,Christopher,,,,,,,,,1952,,American,M,Caucasian,,,Gay,Coll of William and Mary,,,,,,"Virginia Beach, VA; New York, NY"
A_00379,Bramah,Ernest,,,,,,,,,1868,1942,British,M,,,,,,,,,,,"Manchester, UK"
A_00380,Brammer,Billy Lee,,,,,,,,,1929,1978,American,M,Caucasian,,,,U of North TX,,Journalist,,,,"Dallas, TX; Washington, DC"
A_00381,Brand,Christianna,,,,,,,,,1907,,British,F,Caucasian,,,,,,,,,,Malaya; India; UK
A_00382,Brand,Millen,,,,,,,,,1906,1980,American,M,,,,,Columbia,,,,,Working,"Jersey City, NJ; New York, NY"
A_00383,Brandeis,Madeline,,,,,,,,,1897,1937,American,F,,,,,,,,,,,"San Francisco, CA; New York"
A_00384,Brandon,Jay,,,,,,,,,1953,,American,M,Caucasian,,,,,Johns Hopkins,,,,,
A_00386,Braun,Lilian Jackson,,,,,,,,,1913,2011,American,F,,,,,,,,,,,"Willimansett, MA; Detroit, MI; Bad Axe, MI; Tryon, NC"
A_00387,Brautigan,Richard,,,,,,,,,1935,1984,American,M,Caucasian,,,,,,,,,,"Tacoma, WA; Eugene, OR; San Francisco, CA"
A_00388,Braverman,Kate,,,,,,,,,1950,,American,F,,,,,"Berkeley, Sonoma State U",,,,,,"Philadelphia, PA; Los Angeles, CA; Santa Fe, NM"
A_00391,Breslin,Jimmy,,,,,,,,,1930,,American,M,Caucasian,,,,,,,,,,"New York, NY"
A_00393,Brin,David,,,,,,,,,1950,,American,M,Caucasian,Polish-American,,,"CA Institute of Technology, U of CA-San Diego",,Physicist,,Jewish,,"Glendale, CA"
A_00394,Brinkley,William,,,,,,,,,1917,,American,M,Caucasian,,,,U of OK,,Journalist,,,,"Custer City, OK; McAllen, TX"
A_00395,Bristow,Gwen,,,,,,,,,1903,1980,American,F,Caucasian,,,,Columbia,,,,,,"Marion, SC; New Orleans, LA"
A_00397,Broch,Hermann,,,,,,,,,1886,1951,American,M,Caucasian,Austrian-American,1,,,,,,Catholic,,"Vienna, Austria; UK; New Haven, CT"
A_00398,Brod,D. C,,,,,,,,,,,American,,,,,,,,,,,,"LaGrange, IL; St. Charles, IL"
A_00401,Brodkey,Harold,,,,,,,,,,,American,,,,,,,,,,,,"Covington, KY; Denver, CO"
A_00402,Bromfield,Louis,,,,,,,,,1896,1956,American,M,Caucasian,,,,"Cornell, Columbia",,,,,,"Mansfield, OH; Paris, France; Lucas, OH"
A_00404,Brooker,Bertram,,,,,,,,,1888,1955,Canadian,M,Caucasian,,,,,,Artist,,,,"Croydon, UK; Portage la Prairie, Manitoba, Canada; Toronto, Ontario, Canada"
A_00405,Brookner,Anita,,,,,,,,,,,British,F,,Anglo-Polish,1,,"King's Coll London, U of London",,,,,,"London, UK"
A_00411,Brooks,Terry,,,,,,,,,1944,,American,M,Caucasian,,,,"Hamilton Coll, Washington and Lee U Law",,Lawyer,,,,"Sterling, IL; Seattle, WA"
A_00412,Brooks,Win,,,,,,,,,,1963,American,M,Caucasian,,,,,,Journalist,,,,"Somerville, MA; Boston, MA"
A_00414,Broun,Heywood,,,,,,,,,1888,1939,American,M,Caucasian,,,,Harvard,,,,,,"New York, NY"
A_00415,Broun,Hob,,,,,,,,,1950,1987,American,M,,,,,Reed Coll,,,,,,"New York, NY; Portland, OR"
A_00416,Brower,Brock,,,,,,,,,1931,2014,American,M,,,,,"Dartmouth, Harvard Law",,,,,,"Plainfield, NJ; Westfield, NJ"
A_00419,Brown,Alice,,,,,,,,,1857,1948,American,F,Caucasian,,,,,,,Local Color,,,"Hampton Falls, NH; Boston, MA"
A_00421,Brown,Dale,,,,,,,,,1956,,American,M,,,,,Penn State U,,,,,,"Buffalo, NY; Lake Tahoe, NV"
A_00422,Brown,Dee,Dee Alexander,,,,,,,,1908,2002,American,M,,,,,"George Washington U, U of IL",,Librarian,,,,"Alberta, LA; Little Rock, AR; Urbana, IL"
A_00423,Brown,Edna Adelaide,,,,,,,,,1875,1944,American,F,,,,,,,Librarian,,,,"Andover, MA"
A_00424,Brown,Fredric,,,,,,,,,1906,1972,American,M,Caucasian,,,,,,,,,,"Cincinnati, OH"
A_00428,Brown,James Cooke,,,,,,,,,1921,2000,American,M,,,,,U of MN,,,,,,Philippines; MN
A_00431,Brown,Rita Mae,,,,,,,,,1944,,American,M,,,,,"NYU, Union Institute & U",,,,,,"Hanover, PA; Washington, DC; Charlottesville, VA"
A_00432,Brown,Sandra,,,,,,,,,1948,,American,F,Caucasian,,,,,,,,,,"Waco, TX; Fort Worth, TX"
A_00433,Brown,Wesley,,,,,,,,,1945,,American,M,Black,African-American,,,"SUNY Oswego, CCNY",,Professor,,,,"New York City, NY; New Brunswick, NJ"
A_00434,Brown,William F,,,,,,,,,1928,,American,M,Caucasian,,,,,,,,,,"Jersey City, NJ; New York, NY"
A_00437,Browne,Howard,,,,,,,,,1907,1999,American,M,,,,,,,,,,,
A_00441,Brummitt,Dan B.,,,,,,,,,1867,1939,American,M,,Anglo-American,1,,"Kansas State, Baker U, Drew Theological Seminary",,Minister ,,,,"Yorkshire, England; Chicago, IL"
A_00442,Brunner,John,,,,,,,,,1934,1995,British,M,Caucasian,,,,,,,,,,"Wallingford, Oxfordshire, UK"
A_00443,Bruno,Anthony,,,,,,,,,1947,,American,M,Caucasian,,,,,,,,,,"Orange, NJ"
A_00446,Bryant,Edward,,,,,,,,,1945,,American,M,,,,,U of WY,,,,,,"New York, NY; Laramie, WY; Denver, CO"
A_00448,Buchan,Anna Masterton,,Douglas,O,,,,,,1877,1948,Scottish,M,,,,,,,,,,,"Pathhead, Scotland; Peebles, Scotland"
A_00449,Buchan,John,,,,,,,,,1875,1940,Scottish,M,,,,,Oxford,,Politician,,,,"Kirkcaldy, Fife, Scotland; Montreal, Quebec, Canada"
A_00452,Buck,Charles Neville,,,,,,,,,1879,1930,American,M,,,,,"U of Louisville, U of Louisville Law",,,,,,"Lexington, KY"
A_00453,Buck,Pearl S.,,,,,,,,,1892,1973,American,F,Caucasian,,,,"Randolph-Macon Woman's Coll, Cornell",,,,Presbyterian,,"Hillsboro, WV; Nanking, China"
A_00454,Buckley,Christopher,,,,,,,,,1952,,American,M,Caucasian,,,,Yale,,Speechwriter,,,,"Stamford, CT; Washington, DC"
A_00455,Buechner,Frederick,,,,,,,,,1926,,American,M,Caucasian,,,,Princeton,,Minister,,Presbyterian,,"New York, NY"
A_00460,Bujold,Lois McMaster,,,,,,,,,1949,,American,F,Caucasian,,,,U of MN,,,,,,"Columbus, OH; MN"
A_00461,Bukowski,Charles,,,,,,,,,1920,1994,American,M,Caucasian,German-American,,,Los Angeles CC,,,,,,"Andernach, Germany; New York, NY; Los Angeles, CA"
A_00464,Bullett,Gerald,,,,,,,,,1893,1958,Scottish,M,,,,,Cambridge,,,,,,"London, UK"
A_00465,Bullins,Ed,,,,,,,,,1935,,American,M,Black,African-American,,,"Los Angeles City Coll, San Francisco State U, Antioch U",,,,,,"Philadelphia, PA"
A_00469,Bunker,Edward,,,,,,,,,1933,2005,American,M,Caucasian,,,,,,,,,,"Hollywood, CA; Burbank, CA"
A_00470,Bunn,T. Davis,,,,,,,,,1952,,American,M,,,,,,,,,,,"NC; Oxford, UK"
A_00471,Bunner,H. C.,,,,,,,,,1855,1896,American,M,Caucasian,,,,,,,,,,"Oswego, NY; New York, NY; Nutley, NJ"
A_00473,Burgess,Anthony,,,,,,,,,1917,1993,British,M,Caucasian,,,,Victoria U,,,,Catholic,,"Harpurhey, UK; London, UK"
A_00476,Burgess,Thornton W.,,,,,,,,,1874,1965,American,M,,,,,,,,,,,"Sandwich, MA; Boston, MA; Hampden, MA"
A_00477,Burghard,Sidney Groves,,Cullum,Ridgwell,,,,,,1867,1943,British,M,,,,,,,,,,,"London, UK; Alberta, Canada; MT"
A_00479,Burke,James Lee,,,,,,,,,1936,,American,M,,,,,"U of LA, U of MO",,,,,,"Los Angeles, TX; Lolo, MT; New Iberia, LA"
A_00480,Burke,Martyn,,,,,,,,,1952,,American,M,Caucasian,,,,McMaster U,,Director,,,,"Toronto, Canada; Santa Monica, CA"
A_00483,Burkett,William R,,,,,,,,,1943,,American,M,,,,,,,Journalist,,,,"Augusta, GA"
A_00486,Burnett,Frances Hodgson,,,,,,,,,1849,1924,American,F,Caucasian,Anglo-American,1,,,,,,,,"Cheetham, England; Knoxville, TN; Washington, DC; Long Island, NY"
A_00487,Burnett,W. R.,,,,,,,,,1899,1982,American,M,,,,,,,,,,,"Springfield, OH; Chicago, IL; Santa Monica, CA"
A_00488,Burnham,Clara Louise,,,,,,,,,1854,1927,American,M,,,,,"Stanford, U of MN",,,,,,"Newton, MA; Bailey Island, ME"
A_00489,Burns,Rex,,,,,,,,,,,American,,,,,,,,,,,,"San Diego, CA; Boulder, CO"
A_00490,Burns,Robert Thomas,,,,,,,,,1925,,American,M,,,,,,,,,,,
A_00493,Burroughs,Edgar Rice,,,,,,,,,1875,1950,American,M,Caucasian,,,,,,,,,,"Chicago, IL; Oak Park, IL; ID; HI; Encino, CA"
A_00494,Burroughs,William S.,,,,,,,,,1914,1997,American,M,Caucasian,,,Gay,Harvard,,,"Beat, Postmoden",,,"St. Louis, MO; New York, NY; Lawrence, KS"
A_00495,Burroway,Janet,,,,,,,,,1936,,American,F,Caucasian,,,,"U of AZ, Barnard Coll, Cambridge, Yale",,,,,,"Tucson, AZ"
A_00496,Burt,Katharine Newlin,,,,,,,,,1882,1977,American,F,,,,,,,,,,,"Moose, WY; Jackson Hole, WY; Southern Pines, NC"
A_00498,Busbee,Shirlee,,,,,,,,,1941,,American,F,Caucasian,,,,Burbank Business Coll,,,,,,"San Jose, CA"
A_00499,Busch,Niven,,,,,,,,,1903,1991,American,M,,,,,,,Screenwriter,,,,"New York, NY; Hollywood, CA; San Francisco, CA"
A_00500,Butler,Ellis Parker,,,,,,,,,1869,1937,American,M,,,,,,,Banker,,,,"Muscatine, IA; New York, NY"
A_00501,Butler,Octavia E,,,,,,,,,1947,2006,American,F,Black,African-American,,,"Pasadena City Coll, CA State U-Los Angeles",,,,,,"Pasadena, CA; Seattle, WA"
A_00506,Byrd,Elizabeth,,,,,,,,,1912,1989,American,F,,,,,,,Literary Critic,,,,"St. Louis, MO; Tuscon, AZ"
A_00507,Byrd,Max,,,,,,,,,,,American,,,,,,"Harvard, Cambridge",,,,,,"Atlanta, GA; CA"
A_00508,Byrne,Donn,,,,,,,,,1889,1928,American,M,Caucasian,Irish-American,,,U of Dublin,,,,,,"New York, NY; Dublin, Ireland"
A_00511,Cabell,James Branch,,,,,,,,,1879,1958,American,M,Caucasian,,,,Coll of William and Mary,,,,,,"Richmond, VA"
A_00512,Cable,George Washington,,,,,,,,,1844,1925,American,M,Caucasian,,,,,,,,,,"New Orleans, LA; Northampton, MA; St. Petersburg, FL"
A_00513,Cabot,Robert,,,,,,,,,,,American,M,Caucasian,,,,"Harvard, Yale Law",,Diplomat,,,,"Whidbey Island, WA; AZ"
A_00514,Cahan,Abraham,,,,,,,,C,1860,1951,American,M,Caucasian,Belarusian-American,1,,Teachers Institute of Vilna,,,,Jewish,,"Podberezhie, Belarus; Velizh, Russia; New York, NY"
A_00515,Cain,James M.,,,,,,,,C,1892,1977,American,M,Caucasian,,,,Washington Coll,,,,,,"Annapolis, MD; University Park, MD"
A_00516,Caldwell,Erskine,,,,,,,,C,1903,1987,American,M,Caucasian,,,,Erskine Coll,,Bookseller,,Presbyterian,Working,"Moreland, GA; ME; San Francisco, CA"
A_00517,Caldwell,Fannie,,Little,Frances,,,,,,1863,1941,American,F,,,,,,,,,,,"Louisville, KY"
A_00518,Caldwell,Joseph,,,,,,,,,1928,,American,M,,,,,"Marquette U, Columbia, Yale",,,,,,"Milwaukee, WI; New York, NY"
A_00519,Caldwell,Taylor,,,,,,,,,1900,1985,American,F,Caucasian,Anglo-American,1,,State U of NY-Buffalo,,,,,,"Manchester, UK; Buffalo, NY; Greenwich, CT"
A_00521,Calisher,Hortense,,,,,,,,,1911,2009,American,F,Caucasian,German-American,2,,Barnard Coll,,,,Jewish,,"New York, NY"
A_00524,Callenbach,Ernest,,,,,,,,,1929,2012,American,M,Caucasian,,,,"U of Chicago, Sorbonne",,Editor,,,,"Williamsport, PA"
A_00526,Calmer,Ned,,,,,,,,,1907,1986,American,M,,,,,,,Journalist,,,,"Chicago, IL"
A_00527,Cameron,Evelyn,,,,,,,,,1907,,American,F,,,,,,,,,,,TX
A_00529,Cameron,Peter,,,,,,,,,1959,,American,M,,,,,Hamilton Coll,,,,,,"Pompton Plains, NJ; London, UK; New York, NY"
A_00530,Camp,John Roswell,,Sandford,John,,,,,,1944,,American,M,,,,,U of IA,,Journalist,,,,"Cedar Rapids, IA; Minneapolis, MN"
A_00533,Campbell,Will D,,,,,,,,,1924,2013,American,M,Caucasian,,,,"LA Coll, Wake Forest Coll, Tulane, Yale Div",,,,Baptist,,"Amite County, MS; Nashville, TN"
A_00538,Cannell,Dorothy,,,,,,,,,,,American,F,Caucasian,Anglo-American,,,,,,,,,"London, UK; Peoria, IL; Belfast, ME"
A_00539,Canning,Victor,,,,,,,,,1911,1986,British,M,,,,,,,,,,,"Plymouth, Devon, UK; Cirencester, Gloucestershire, UK"
A_00540,Cantor,Jay,,,,,,,,,,,American,M,,,,,"Harvard, U of CA-Santa Cruz",,,,,,"New York, NY; Cambridge, MA"
A_00541,Cantwell,Robert,,,,,,,,,1908,1978,American,M,,,,,U of WA,,Editor,,,,"Vader, WA; New York, NY"
A_00542,Capote,Truman,,,,,,,,C,1924,1984,American,M,Caucasian,,,Gay,,,,,,,"New Orleans, LA; Monroeville, AL; New York, NY; Greenwich, CT"
A_00543,Capps,Benjamin,,,,,,,,,1922,2001,American,M,,,,,U of Texas,,Machinist,,,,"Dundee, TX; Tahlequah, OK; Arlington, TX"
A_00544,Capron,Jean F,,,,,,,,,1924,,American,F,,,,,,,Clerk-typist,,Protestant,,"Englewood, NJ; Boonville, NY"
A_00545,Caputo,Philip,,,,,,,,,1941,,American,M,Caucasian,,,,Loyola U (Chicago),,,,,,"Westchester, IL; Chicago, IL"
A_00547,Carben,Edward,,,,,,,,,,,American,M,,,,,,,Professor,,,,
A_00548,Card,Orson Scott,,,,,,,,,1951,,American,M,Caucasian,,,,"Brigham Young U, U of UT, Notre Dame",,,,LDS,,"Richland, WA; Santa Clara, CA; Greensboro, NC"
A_00549,Carey,Cameron,,,,,,,,,1952,,American,F,,,,,,,,,,,
A_00550,Carey,Diane,,,,,,,,,1954,,American,F,,,,,,,,,,,"Flint, MI"
A_00553,Carillo,Charles,,,,,,,,,,,American,M,,,,,,,Journalist,,,,"New York City, NY"
A_00554,Carkeet,David,,,,,,,,,1946,,American,M,Caucasian,,,,"U of CA-Davis, Berkeley, U of WI, U of IN",,,,,,"Sonora, CA; St. Louis, MO; Middlesex, VT"
A_00556,Carleton,Jetta,,,,,,,,,1913,1999,American,F,Caucasian,,,,,,Advertising,,,,"Holden, MO; New York, NY"
A_00558,Carlson,Ron,,,,,,,,,1947,,American,M,Caucasian,,,,U of UT,,,,,,"Logan, UT; Salt Lake City, UT"
A_00559,Carpenter,Don,,,,,,,,,1931,1995,American,M,Caucasian,,,,San Francisco State U,,,,,,"Berkeley, CA; Portland, OR; San Francisco, CA; Mill Valley, CA"
A_00563,Carr,Annie Roe,,,,,,,,,,,American,,,,,,,,,,,,
A_00565,Carr,John Dickson,,,,,,,,,1906,1977,American,M,Caucasian,,,,Haverford Coll,,,,,,"Uniontown, PA; Mamaroneck, NY; Greenville, SC"
A_00566,Carr,Robyn,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"Henderson, NV"
A_00567,Carr,Terry,,,,,,,,,1937,1987,American,M,Caucasian,,,,"CC San Francisco, Berkeley",,,,,,"Grants Pass, OR"
A_00569,Carroll,James,,,,,,,,,1943,,American,M,,,,,"Georgetown U, St. Paul's Coll",,,,Catholic,,"Chicago, IL; Washington, DC"
A_00570,Carroll,Jonathan,,,,,,,,,1949,,American,M,Caucasian,,,,Rutgers U,,,,Jewish,,"New York, NY; Vienna, Austria"
A_00571,Carruth,Hayden,,,,,,,,,1862,1932,American,M,,,,,,,Journalist,,,,"New York, NY"
A_00573,Carter,Asa Earl,,Carter,Forrest,,,,,,,,American,M,Caucasian,,,,,,Speechwriter,,,,"Oxford, AL; Birmingham, AL; Abilene, TC; St. George's Island, FL"
A_00574,Carter,Carmen,,,,,,,,,1954,,American,,,,,,,,,,,,"San Antonio, TX"
A_00582,Cash,Johnny,,,,,,,,,1932,2003,American,M,Caucasian,,,,,,Musician,,,,"Kingsland, AR; Dyess, AR; Memphis, TN; Nashville, TN"
A_00584,Caspary,Vera,,,,,,,,,1899,1987,American,F,Caucasian,,,,,,,,,,"Chicago, IL; New York, NY; Hollywood, CA; London, UK"
A_00585,Cassutt,Michael,,,,,,,,,1954,,American,M,,,,,U of AZ,,Screenwriter,,,,"Owatonna, MN; Hudson, WI; Los Angeles, CA"
